상품명,1회 가격,평점,리뷰 수,__src__,rating_norm,review_weight,가중 점수
[천안아산 샐러드 정기배송] 주 5회 배송 (20회),8950.0,4.89,148.0,도시락_정기구독_상품_정리_from_txt_enriched.csv,0.978,0.04933333333333333,0.048248
당뇨도시락 당뇨 환자 식단배달 6팩 점심구독 임당 반찬 건강식 양많은 아침식사 저녁 일주일,6650.0,4.65,281.0,도시락_정기구독_상품_정리_from_txt_enriched.csv,0.93,0.09366666666666666,0.08711
[천안아산 샐러드 정기배송] 주 3회 배송 (12회),9075.0,4.85,97.0,도시락_정기구독_상품_정리_from_txt_enriched.csv,0.97,0.03233333333333333,0.03136333333333333
포케 샐러드 구독 정기배송 4개 아침 점심 새벽 야채 닭가슴살 배달 주문 매일 서울 세종,9725.0,4.3,30.0,도시락_정기구독_상품_정리_from_txt_enriched.csv,0.86,0.01,0.0086
밀투고 샐러드 정기배송 식단 배송 유러피안샐러드 구독 배달 4주 [주 6개],8500.0,5.0,42.0,도시락_정기구독_상품_정리_from_txt_enriched.csv,1.0,0.014,0.014
당뇨도시락 환자 식단배달 3종 6팩 점심구독 임당 반찬배달 냉동도시락 양많은 아침 저녁,6650.0,4.78,130.0,도시락_정기구독_상품_정리_from_txt_enriched.csv,0.9560000000000001,0.043333333333333335,0.041426666666666674
저탄고지 식단도시락 냉동 간편 반찬 오마이 8팩 직장인 고단백 단백질도시락 아침 점심대용,4300.0,4.61,492.0,도시락_정기구독_상품_정리_from_txt_enriched.csv,0.922,0.164,0.151208
그린트럭 정기배송 다이어트 샐러드 직장인 식단 2주 주1회 2팩 총 4팩 월/수/금 택1,8000.0,5.0,6.0,도시락_정기구독_상품_정리_from_txt_enriched.csv,1.0,0.002,0.002
세종 대전 샐러드 정기배송 1주코스(5식) 다르게담다,9000.0,4.77,136.0,도시락_정기구독_상품_정리_from_txt_enriched.csv,0.954,0.04533333333333334,0.043248
가치올림 건강 현미밥 냉동 단백질 도시락 2주 한달 식단 배달 현미의진심 6종 6팩,4483.0,4.65,264.0,도시락_정기구독_상품_정리_from_txt_enriched.csv,0.93,0.088,0.08184
밀투고 식단 정기배송 샐러드 배송 유러피안 샐러드 구독 배달 2주 [주 3개],8800.0,4.91,75.0,도시락_정기구독_상품_정리_from_txt_enriched.csv,0.982,0.025,0.024550000000000002
[천안아산 샐러드 정기배송] 주 5회 배송 (10회),9090.0,4.77,52.0,도시락_정기구독_상품_정리_from_txt_enriched.csv,0.954,0.017333333333333333,0.016536
[천안아산 샐러드 정기배송] 주 3회 배송 (6회),9300.0,4.84,62.0,도시락_정기구독_상품_정리_from_txt_enriched.csv,0.968,0.020666666666666667,0.020005333333333333
샐그램 단백식사 6종 6팩 단백질도시락 간편도시락 즉석밥 단백질식단 탄단지 FMD,6733.0,4.67,138.0,도시락_정기구독_상품_정리_from_txt_enriched.csv,0.9339999999999999,0.046,0.042963999999999995
